branch_id,day,metric,p10,p50,p90,mean,standard_deviation
mobility_support,18,economic_confidence,0.31842398602567806,0.31862853298553256,0.31883307994538707,0.31862853298553256,0.0002556836998181544
mobility_support,18,consumption_index,0.11147304530171995,0.11166583940345134,0.11185863350518276,0.11166583940345134,0.00024099262716425346
mobility_support,18,employment_rate,0.56461822946172,0.5647173604680755,0.564816491474431,0.5647173604680755,0.00012391375794440496
mobility_support,18,congestion_index,0.34180803356605677,0.342004225123002,0.34220041667994716,0.342004225123002,0.0002452394461815166
mobility_support,18,health_system_load,0.2724464563655751,0.27285330738474234,0.27326015840390966,0.27285330738474234,0.0005085637739591087
mobility_support,18,rumor_belief,0.07768395966724738,0.0791677022649559,0.0806514448626644,0.0791677022649559,0.0018546782471356368
mobility_support,18,stress,0.5936183050579128,0.5936931227276033,0.5937679403972939,0.5936931227276033,9.352208711321808e-05
mobility_support,18,commute_minutes,22.17680063260685,22.184756325945294,22.192712019283743,22.184756325945294,0.009944616673058349
mobility_support,18,policy_cost_100m_cny,3.0153846153846167,3.0153846153846167,3.0153846153846167,3.0153846153846167,0.0
mobility_support,19,life_satisfaction,0.12885351367315678,0.12906263892919106,0.12927176418522537,0.12906263892919106,0.00026140657004285195
mobility_support,19,government_trust,0.5146702995415657,0.5149746988927073,0.5152790982438489,0.5149746988927073,0.0003804991889270193
mobility_support,19,economic_confidence,0.3100446152749637,0.31022812236874986,0.31041162946253603,0.31022812236874986,0.000229383867232702
mobility_support,19,consumption_index,0.10608101541887639,0.10627232700386845,0.1064636385888605,0.10627232700386845,0.00023913948124006101
mobility_support,19,employment_rate,0.563389350958132,0.5634983541355296,0.5636073573129272,0.5634983541355296,0.00013625397174699128
mobility_support,19,congestion_index,0.330599469154299,0.3306549967903933,0.3307105244264876,0.3306549967903933,6.940954511786002e-05
mobility_support,19,health_system_load,0.25777268380193175,0.2579295981677554,0.2580865125335791,0.2579295981677554,0.00019614295727957143
mobility_support,19,rumor_belief,0.07940202984114031,0.08243738306172158,0.08547273628230284,0.08243738306172158,0.0037941915257265757
mobility_support,19,stress,0.5800146797842921,0.5803161650498321,0.5806176503153719,0.5803161650498321,0.0003768565819249336
mobility_support,19,commute_minutes,21.5554885108843,21.5566995821945,21.557910653504702,21.5566995821945,0.0015138391377504945
mobility_support,19,policy_cost_100m_cny,3.230769230769232,3.230769230769232,3.230769230769232,3.230769230769232,0.0
mobility_support,20,life_satisfaction,0.11883486893239448,0.11904835564680631,0.11926184236121815,0.11904835564680631,0.0002668583930147961
mobility_support,20,government_trust,0.5078691957862292,0.5082337101352108,0.5085982244841923,0.5082337101352108,0.00045564293622690766
mobility_support,20,economic_confidence,0.3019319516581205,0.3021746154281862,0.3024172791982519,0.3021746154281862,0.00030332971258212327
mobility_support,20,consumption_index,0.10164643880023215,0.10184720152804119,0.10204796425585022,0.10184720152804119,0.0002509534097612995
mobility_support,20,employment_rate,0.5621634794193182,0.5622970780821497,0.562430676744981,0.5622970780821497,0.00016699832853922514
mobility_support,20,congestion_index,0.3299757057257806,0.33004882138375313,0.3301219370417257,0.33004882138375313,9.139457246568061e-05
mobility_support,20,health_system_load,0.2446153377708271,0.2446856595434952,0.24475598131616325,0.2446856595434952,8.790221583508673e-05
mobility_support,20,rumor_belief,0.08096942730002377,0.08405842881939722,0.08714743033877068,0.08405842881939722,0.003861251899216822
mobility_support,20,stress,0.5681029258633383,0.5686006638367189,0.5690984018100996,0.5686006638367189,0.0006221724667258566
mobility_support,20,commute_minutes,21.54825249812348,21.550002620894247,21.551752743665013,21.550002620894247,0.00218765346345684
mobility_support,20,policy_cost_100m_cny,3.4461538461538477,3.4461538461538477,3.4461538461538477,3.4461538461538477,0.0
mobility_support,21,life_satisfaction,0.11145930181687459,0.11168127040851594,0.1119032390001573,0.11168127040851594,0.00027746073955169787
mobility_support,21,government_trust,0.5021268113942151,0.5025318660485736,0.5029369207029319,0.5025318660485736,0.0005063183179480624
mobility_support,21,economic_confidence,0.29494700884427427,0.2951764789929862,0.29540594914169815,0.2951764789929862,0.0002868376858899402
mobility_support,21,consumption_index,0.098108937591397,0.0983192816003853,0.0985296256093736,0.0983192816003853,0.00026293001123537524
mobility_support,21,employment_rate,0.5612263960846338,0.5613414981312512,0.5614566001778686,0.5613414981312512,0.00014387755827177662
mobility_support,21,congestion_index,0.3294818452462618,0.32954962808400073,0.3296174109217397,0.32954962808400073,8.472854717367362e-05
mobility_support,21,health_system_load,0.23123242134949532,0.2312943045094433,0.23135618766939128,0.2312943045094433,7.735394993496625e-05
mobility_support,21,rumor_belief,0.06625508040697502,0.06870326454817316,0.0711514486893713,0.06870326454817316,0.0030602301764976747
mobility_support,21,stress,0.5552587597077622,0.5558279782167995,0.5563971967258369,0.5558279782167995,0.0007115231362966323
mobility_support,21,commute_minutes,21.55211091052165,21.552478361015964,21.552845811510274,21.552478361015964,0.00045931311788827145
mobility_support,21,policy_cost_100m_cny,3.661538461538463,3.661538461538463,3.661538461538463,3.661538461538463,0.0
mobility_support,22,life_satisfaction,0.10617224816826779,0.10637966515679442,0.10658708214532107,0.10637966515679442,0.00025927123565831073
mobility_support,22,government_trust,0.4972649680653137,0.49768551476773387,0.49810606147015407,0.49768551476773387,0.0005256833780252212
mobility_support,22,economic_confidence,0.28823924591441674,0.28833880236876025,0.28843835882310376,0.28833880236876025,0.00012444556792939876
mobility_support,22,consumption_index,0.0953028904763617,0.09550111331110635,0.095699336145851,0.09550111331110635,0.0002477785434308044
mobility_support,22,employment_rate,0.5603416084938294,0.5603439140218744,0.5603462195499196,0.5603439140218744,2.8819100563182154e-06
mobility_support,22,congestion_index,0.32901408784214775,0.32902491509201515,0.32903574234188254,0.32902491509201515,1.3534062334230601e-05
mobility_support,22,health_system_load,0.21945545489872353,0.21950991207947773,0.21956436926023196,0.21950991207947773,6.807147594277418e-05
mobility_support,22,rumor_belief,0.0549762284027694,0.05667028577453723,0.05836434314630505,0.05667028577453723,0.002117571714709776
mobility_support,22,stress,0.5434620100537846,0.5440567874513209,0.5446515648488574,0.5440567874513209,0.000743471746920521
mobility_support,22,commute_minutes,21.535951653123497,21.54403167199994,21.55211169087638,21.54403167199994,0.010100023595551733
mobility_support,22,policy_cost_100m_cny,3.8769230769230787,3.8769230769230787,3.8769230769230787,3.8769230769230787,0.0
mobility_support,23,life_satisfaction,0.10220711847526123,0.10242179578782679,0.10263647310039235,0.10242179578782679,0.00026834664070694153
mobility_support,23,government_trust,0.49311929896348966,0.49355404646000667,0.49398879395652373,0.49355404646000667,0.000543434370646273
mobility_support,23,economic_confidence,0.28181111487275445,0.28197642298247716,0.28214173109219987,0.28197642298247716,0.0002066351371533548
mobility_support,23,consumption_index,0.09305247428027401,0.09325733811102423,0.09346220194177444,0.09325733811102423,0.0002560797884377658
mobility_support,23,employment_rate,0.5592820202215782,0.5593913031438296,0.5595005860660808,0.5593913031438296,0.00013660365281403797
mobility_support,23,congestion_index,0.328478971316822,0.3285302270834113,0.32858148285000055,0.3285302270834113,6.406970823658042e-05
mobility_support,23,health_system_load,0.2090917244220443,0.20913964674110802,0.20918756906017172,0.20913964674110802,5.9902898829636286e-05
mobility_support,23,rumor_belief,0.04547661488092444,0.047022533157003964,0.048568451433083484,0.047022533157003964,0.0019323978450994025
mobility_support,23,stress,0.532690249969189,0.5332919518338963,0.5338936536986036,0.5332919518338963,0.0007521273308841447
